Id,devicename,batterylife,price,BasemarkX,year,ImageURL,screensize,phoneURL,nfc,headphonejack,dualsim,ir,dxomarkScore,antutu
119,Samsung Galaxy A8,98,223,8838,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a8-.jpg,5.7000,https://www.gsmarena.com/samsung_galaxy_a8-7249.php,1,1,0,0,0,28000
120,Samsung Galaxy V Plus,0,62,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-v-plus-sm-g318.jpg,4.0000,https://www.gsmarena.com/samsung_galaxy_v_plus-7395.php,0,1,1,0,0,0
121,Samsung Galaxy J7,91,178,3922,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-j700f.jpg,5.5000,https://www.gsmarena.com/samsung_galaxy_j7-7185.php,1,1,1,0,0,0
122,Samsung Galaxy J7 Nxt,0,160,0,2017,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-nxt-sm-j701fds.jpg,5.5000,https://www.gsmarena.com/samsung_galaxy_j7_nxt-8785.php,0,1,1,0,0,46000
123,Samsung Galaxy J5,0,143,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j5-sm-j500f.jpg,5.0000,https://www.gsmarena.com/samsung_galaxy_j5-7184.php,1,1,1,0,0,20000
124,Samsung Guru Plus ,0,17,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-guru-plus.jpg,1.5000,https://www.gsmarena.com/samsung_guru_plus_-7794.php,0,1,1,0,0,0
125,Samsung Metro 360,0,44,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-metro-360.jpg,2.4000,https://www.gsmarena.com/samsung_metro_360-7751.php,0,1,1,0,0,0
126,Samsung Xcover 550,0,98,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-xcover-3.jpg,2.4000,https://www.gsmarena.com/samsung_xcover_550-7119.php,0,1,0,0,0,0
127,Samsung Galaxy S6 active,109,339,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6-active.jpg,5.1000,https://www.gsmarena.com/samsung_galaxy_s6_active-7114.php,1,1,0,1,0,79000
128,Samsung Galaxy Xcover 3,0,196,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-xcover-3-new.jpg,4.5000,https://www.gsmarena.com/samsung_galaxy_xcover_3-6990.php,1,1,0,0,0,10000
129,Samsung Galaxy S6 edge (USA),0,446,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6-edge-cdma.jpg,5.1000,https://www.gsmarena.com/samsung_galaxy_s6_edge_(usa)-7166.php,1,1,0,1,0,0
130,Samsung Galaxy S6 (USA),0,366,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6-cdma.jpg,5.1000,https://www.gsmarena.com/samsung_galaxy_s6_(usa)-7164.php,1,1,0,1,0,0
131,Samsung Galaxy S6 edge,73,339,27046,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6-edge.jpg,5.1000,https://www.gsmarena.com/samsung_galaxy_s6_edge-7079.php,1,1,0,1,82,0
132,Samsung Galaxy S6 Duos,0,357,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6.jpg,5.1000,https://www.gsmarena.com/samsung_galaxy_s6_duos-7377.php,1,1,1,1,0,0
133,Samsung Galaxy S6,73,250,22752,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6.jpg,5.1000,https://www.gsmarena.com/samsung_galaxy_s6-6849.php,1,1,1,1,0,112000
134,Samsung Galaxy J1 4G,0,107,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j1-sm-j100h1.jpg,4.3000,https://www.gsmarena.com/samsung_galaxy_j1_4g-7034.php,1,1,1,0,0,0
135,Samsung Galaxy J1,0,98,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j1-sm-j100h1.jpg,4.3000,https://www.gsmarena.com/samsung_galaxy_j1-6907.php,0,1,1,0,0,12000
136,Samsung Galaxy J2,67,134,1683,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j2.jpg,4.7000,https://www.gsmarena.com/samsung_galaxy_j2-7357.php,1,1,1,0,0,21000
137,Samsung Z1,0,71,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-z-1.jpg,4.0000,https://www.gsmarena.com/samsung_z1-6894.php,0,1,1,0,0,0
138,Samsung Galaxy A7 Duos,83,268,4802,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-a7.jpg,5.5000,https://www.gsmarena.com/samsung_galaxy_a7_duos-7132.php,1,1,1,0,0,0
139,Samsung Galaxy A7,83,268,4802,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-a7.jpg,5.5000,https://www.gsmarena.com/samsung_galaxy_a7-6763.php,1,1,0,0,0,38000
140,Samsung Galaxy Grand Max,0,232,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-grand-max.jpg,5.2500,https://www.gsmarena.com/samsung_galaxy_grand_max-6905.php,0,1,0,0,0,0
141,Samsung Galaxy E7,76,205,1915,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-e7.jpg,5.5000,https://www.gsmarena.com/samsung_galaxy_e7-6879.php,1,1,1,0,0,21000
142,Samsung Galaxy E5,0,178,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-e5.jpg,5.0000,https://www.gsmarena.com/samsung_galaxy_e5-6906.php,0,1,1,0,0,21000
143,Apple iPhone XS Max,79,1117,0,2018,https://cdn2.gsmarena.com/vv/bigpic/apple-iphone-xs-max-new1.jpg,6.5000,https://www.gsmarena.com/apple_iphone_xs_max-9319.php,1,1,1,0,105,354000
144,Apple iPhone XS,72,1027,0,2018,https://cdn2.gsmarena.com/vv/bigpic/apple-iphone-xs-new.jpg,5.8000,https://www.gsmarena.com/apple_iphone_xs-9318.php,1,1,0,0,0,356000
145,Apple iPhone XR,78,759,0,2018,https://cdn2.gsmarena.com/vv/bigpic/apple-iphone-xr-new.jpg,6.1000,https://www.gsmarena.com/apple_iphone_xr-9320.php,1,1,1,0,101,346000
146,Apple iPhone X,74,893,0,2017,https://cdn2.gsmarena.com/vv/bigpic/apple-iphone-x.jpg,5.8000,https://www.gsmarena.com/apple_iphone_x-8858.php,1,1,0,0,97,245000
147,Apple iPhone 8 Plus,81,688,0,2017,https://cdn2.gsmarena.com/vv/bigpic/apple-iphone-8-plus-new.jpg,5.5000,https://www.gsmarena.com/apple_iphone_8_plus-8131.php,1,1,0,0,94,232000
148,Apple iPhone 8,66,625,0,2017,https://cdn2.gsmarena.com/vv/bigpic/apple-iphone-8-new.jpg,4.7000,https://www.gsmarena.com/apple_iphone_8-8573.php,1,1,0,0,92,232000
149,Apple iPhone 7 Plus,75,616,0,2016,https://cdn2.gsmarena.com/vv/bigpic/apple-iphone-7-plus-r2.jpg,5.5000,https://www.gsmarena.com/apple_iphone_7_plus-8065.php,1,1,0,0,88,181000
150,Apple iPhone 7,61,491,0,2016,https://cdn2.gsmarena.com/vv/bigpic/apple-iphone-7r4.jpg,4.7000,https://www.gsmarena.com/apple_iphone_7-8064.php,1,1,0,0,85,178000
151,Apple iPhone SE,73,268,0,2016,https://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg,4.0000,https://www.gsmarena.com/apple_iphone_se-7969.php,1,1,0,0,0,131000
152,Apple iPhone 6s Plus,85,420,0,2015,https://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s-plus.jpg,5.5000,https://www.gsmarena.com/apple_iphone_6s_plus-7243.php,1,1,0,0,0,151000
153,Apple iPhone 6s,62,446,0,2015,https://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s1.jpg,4.7000,https://www.gsmarena.com/apple_iphone_6s-7242.php,1,1,0,0,0,151000
154,Huawei Mate 20 X (5G),0,893,0,2019,https://cdn2.gsmarena.com/vv/bigpic/huawei-mate-20x-.jpg,7.2000,https://www.gsmarena.com/huawei_mate_20_x_(5g)-9705.php,1,1,1,1,0,0
155,Huawei P Smart Z,0,250,0,2019,https://cdn2.gsmarena.com/vv/bigpic/huawei-p-smart-z-.jpg,6.5900,https://www.gsmarena.com/huawei_p_smart_z-9694.php,1,1,1,0,0,138000
156,Huawei P30 Pro,100,786,45889,2019,https://cdn2.gsmarena.com/vv/bigpic/huawei-p30-pro.jpg,6.4700,https://www.gsmarena.com/huawei_p30_pro-9635.php,1,1,1,1,112,309000
157,Huawei P30,83,607,44948,2019,https://cdn2.gsmarena.com/vv/bigpic/huawei-p30.jpg,6.1000,https://www.gsmarena.com/huawei_p30-9530.php,1,1,1,0,0,309000
158,Huawei P30 lite,94,259,20560,2019,https://cdn2.gsmarena.com/vv/bigpic/huawei-p30-lite-.jpg,6.1500,https://www.gsmarena.com/huawei_p30_lite-9545.php,1,1,1,0,0,138000
159,Huawei nova 4e,0,241,0,2019,https://cdn2.gsmarena.com/vv/bigpic/huawei-nova-4e-.jpg,6.1500,https://www.gsmarena.com/huawei_nova_4e-9627.php,0,1,1,0,0,138000
160,Huawei Y5 (2019),0,0,0,2019,https://cdn2.gsmarena.com/vv/bigpic/huawei-y5-2019.jpg,5.7100,https://www.gsmarena.com/huawei_y5_(2019)-9675.php,1,1,1,0,0,0
161,Huawei Enjoy 9e,0,107,0,2019,https://cdn2.gsmarena.com/vv/bigpic/huawei-y6-2019-.jpg,6.0900,https://www.gsmarena.com/huawei_enjoy_9e-9645.php,0,1,1,0,0,55000
162,Huawei Enjoy 9s,0,178,0,2019,https://cdn2.gsmarena.com/vv/bigpic/huawei-p-smart-plus-2019-starlight-blue.jpg,6.2100,https://www.gsmarena.com/huawei_enjoy_9s-9644.php,0,1,1,0,0,138000
163,Huawei Y Max,0,250,0,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-y-max-ars-l22.jpg,7.1200,https://www.gsmarena.com/huawei_y_max-9643.php,0,1,1,0,0,0
164,Huawei Mate X,0,2055,0,2019,https://cdn2.gsmarena.com/vv/bigpic/huawei-mate-x-.jpg,8.0000,https://www.gsmarena.com/huawei_mate_x-9605.php,1,1,1,1,0,305000
165,Huawei Y6 Pro (2019),0,107,0,2019,https://cdn2.gsmarena.com/vv/bigpic/huawei-y6-pro-2019-.jpg,6.0900,https://www.gsmarena.com/huawei_y6_pro_(2019)-9576.php,0,1,1,0,0,0
166,Huawei Y6 (2019),0,134,0,2019,https://cdn2.gsmarena.com/vv/bigpic/huawei-y6-2019-.jpg,6.0900,https://www.gsmarena.com/huawei_y6_(2019)-9620.php,0,1,1,0,0,0
167,Huawei Y7 (2019),0,134,0,2019,https://cdn2.gsmarena.com/vv/bigpic/huawei-y7-prime-2019.jpg,6.2600,https://www.gsmarena.com/huawei_y7_(2019)-9625.php,0,1,1,0,0,0
168,Huawei Y7 Prime (2019),0,178,0,2019,https://cdn2.gsmarena.com/vv/bigpic/huawei-y7-prime-2019.jpg,6.2600,https://www.gsmarena.com/huawei_y7_prime_(2019)-9531.php,0,1,1,0,0,0
169,Huawei Y7 Pro (2019),0,160,0,2019,https://cdn2.gsmarena.com/vv/bigpic/huawei-y7-pro-2019-.jpg,6.2600,https://www.gsmarena.com/huawei_y7_pro_(2019)-9500.php,1,1,1,0,0,0
170,Huawei Y5 lite (2018),0,89,0,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-y5-prime-2018-.jpg,5.4500,https://www.gsmarena.com/huawei_y5_lite_(2018)-9501.php,0,1,1,0,0,0
171,Huawei nova 4,0,429,0,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-nova-4-.jpg,6.4000,https://www.gsmarena.com/huawei_nova_4-9481.php,0,1,1,0,0,209000
172,Huawei P smart 2019,88,223,0,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-p-smart-2019.jpg,6.2100,https://www.gsmarena.com/huawei_p_smart_2019-9409.php,1,1,1,0,0,138000
173,Huawei Enjoy 9,0,0,0,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-enjoy-9.jpg,6.2600,https://www.gsmarena.com/huawei_enjoy_9-9466.php,0,1,1,0,0,57000
174,Huawei Mate 20 RS Porsche Design,0,1430,0,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-mate-20-rs-porsche-design-red.jpg,6.3900,https://www.gsmarena.com/huawei_mate_20_rs_porsche_design-9368.php,1,1,1,1,0,313000
175,Huawei Mate 20 X,108,715,45335,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-mate-20x-.jpg,7.2000,https://www.gsmarena.com/huawei_mate_20_x-9369.php,1,1,1,1,0,0
176,Huawei Mate 20 Pro,85,786,40269,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-mate-20-pro-1.jpg,6.3900,https://www.gsmarena.com/huawei_mate_20_pro-9343.php,1,1,1,1,109,313000
177,Huawei Mate 20,92,572,43822,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-mate-20-.jpg,6.5300,https://www.gsmarena.com/huawei_mate_20-9367.php,1,1,1,1,0,313000
178,Huawei Y9 (2019),0,196,0,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-y9-2019-.jpg,6.5000,https://www.gsmarena.com/huawei_y9_(2019)-9324.php,0,1,1,0,0,0
179,Huawei Mate 20 lite,97,268,20444,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-mate-20-lite-r1.jpg,6.3000,https://www.gsmarena.com/huawei_mate_20_lite-9284.php,1,1,1,0,0,138000
180,Huawei P Smart plus 2019,0,312,0,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-p-smart-plus-2019-starlight-blue.jpg,6.2100,https://www.gsmarena.com/huawei_p_smart+_2019-9272.php,0,1,1,0,0,138000
181,Huawei nova 3i,0,196,0,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-nova-3i.jpg,6.3000,https://www.gsmarena.com/huawei_nova_3i-9632.php,0,1,1,0,0,138000
182,Huawei nova 3,0,357,0,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-nova3.jpg,6.3000,https://www.gsmarena.com/huawei_nova_3-9267.php,1,1,1,0,0,213000
183,Huawei Y5 Prime (2018),0,89,0,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-y5-prime-2018-.jpg,5.4500,https://www.gsmarena.com/huawei_y5_prime_(2018)-9209.php,0,1,1,0,0,0
184,Huawei Y3 (2018),0,80,0,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-y3-2018.jpg,5.0000,https://www.gsmarena.com/huawei_y3_(2018)-9196.php,0,1,1,0,0,0
185,Huawei Y6 Prime (2018),0,125,0,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-y6-prime-2018.jpg,5.7000,https://www.gsmarena.com/huawei_y6_prime_(2018)-9502.php,1,1,1,0,0,0
186,Huawei Y6 (2018),0,134,0,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-y6-2018.jpg,5.7000,https://www.gsmarena.com/huawei_y6_(2018)-9162.php,1,1,1,0,0,0
187,Huawei Mate RS Porsche Design,0,1162,0,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-mate-rs-porsche-design-1.jpg,6.0000,https://www.gsmarena.com/huawei_mate_rs_porsche_design-9141.php,1,1,1,1,0,0
188,Huawei P20 Pro,89,554,39945,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-p20-pro-.jpg,6.1000,https://www.gsmarena.com/huawei_p20_pro-9106.php,1,1,1,1,109,211000
189,Huawei P20,75,393,37659,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-p20-.jpg,5.8000,https://www.gsmarena.com/huawei_p20-9107.php,1,1,1,0,102,213000
190,Huawei P20 lite,77,196,9090,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-p20-lite-.jpg,5.8400,https://www.gsmarena.com/huawei_p20_lite-9098.php,1,1,1,0,0,87000
191,Huawei Y7 Pro (2018),0,134,0,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-y7-pro-2018-.jpg,5.9900,https://www.gsmarena.com/huawei_y7_pro_(2018)-9188.php,0,1,1,0,0,0
192,Huawei Y7 Prime (2018),63,151,7582,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-y7-prime-2018.jpg,5.9900,https://www.gsmarena.com/huawei_y7_prime_(2018)-9114.php,1,1,1,0,0,0
193,Huawei Y7 (2018),0,134,0,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-y7-prime-2018.jpg,5.9900,https://www.gsmarena.com/huawei_y7_(2018)-9265.php,1,1,1,0,0,0
194,Huawei Y9 (2018),0,196,0,2018,https://cdn2.gsmarena.com/vv/bigpic/huawei-y9-2018-.jpg,5.9300,https://www.gsmarena.com/huawei_y9_(2018)-9112.php,0,1,1,0,0,0
195,Huawei P smart,73,151,8834,2017,https://cdn2.gsmarena.com/vv/bigpic/huawei-p-smart-.jpg,5.6500,https://www.gsmarena.com/huawei_p_smart-8961.php,1,1,1,0,0,87000
196,Huawei nova 2s,0,268,0,2017,https://cdn2.gsmarena.com/vv/bigpic/huawei-nova-2s.jpg,6.0000,https://www.gsmarena.com/huawei_nova_2s-8943.php,1,1,1,0,0,184000
197,Huawei Mate 10 Porsche Design,0,1072,0,2017,https://cdn2.gsmarena.com/vv/bigpic/huawei-mate10-porshe-design-.jpg,6.0000,https://www.gsmarena.com/huawei_mate_10_porsche_design-8899.php,1,1,1,1,0,213000
198,Huawei Mate 10 Pro,96,357,40232,2017,https://cdn2.gsmarena.com/vv/bigpic/huawei-mate10-pro.jpg,6.0000,https://www.gsmarena.com/huawei_mate_10_pro-8854.php,1,1,1,1,97,213000
199,Huawei Mate 10,87,393,40809,2017,https://cdn2.gsmarena.com/vv/bigpic/huawei-mate10-.jpg,5.9000,https://www.gsmarena.com/huawei_mate_10-8877.php,1,1,1,1,0,211000
200,Huawei Mate 10 Lite,76,178,8721,2017,https://cdn2.gsmarena.com/vv/bigpic/huawei-mate-10-lite.jpg,5.9000,https://www.gsmarena.com/huawei_mate_10_lite-8857.php,0,1,1,0,0,87000
201,Huawei P9 lite mini,0,134,0,2017,https://cdn2.gsmarena.com/vv/bigpic/huawei-y6-pro-2017-p9-lite-mini.jpg,5.0000,https://www.gsmarena.com/huawei_p9_lite_mini-8833.php,0,1,1,0,0,31000
202,Huawei Y7 Prime,0,160,0,2017,https://cdn2.gsmarena.com/vv/bigpic/huawei-enjoy-7-plus-new.jpg,5.5000,https://www.gsmarena.com/huawei_y7_prime-8632.php,0,1,1,0,0,43000
203,Huawei nova 2 plus,0,312,0,2017,https://cdn2.gsmarena.com/vv/bigpic/huawei-nova-2-plus.jpg,5.5000,https://www.gsmarena.com/huawei_nova_2_plus-8703.php,0,1,1,0,0,74000
204,Huawei nova 2,0,268,0,2017,https://cdn2.gsmarena.com/vv/bigpic/huawei-nova-2.jpg,5.0000,https://www.gsmarena.com/huawei_nova_2-8672.php,0,1,1,0,0,74000
205,Huawei Y6II Compact,0,116,0,2016,https://cdn2.gsmarena.com/vv/bigpic/huawei-y6-ii-compact.jpg,5.0000,https://www.gsmarena.com/huawei_y6ii_compact-8663.php,0,1,1,0,0,24000
206,Huawei Y7,0,143,0,2017,https://cdn2.gsmarena.com/vv/bigpic/huawei-y71.jpg,5.5000,https://www.gsmarena.com/huawei_y7-8687.php,0,1,1,0,0,43000
207,Huawei Y6 (2017),0,125,0,2017,https://cdn2.gsmarena.com/vv/bigpic/huawei-y6-2017.jpg,5.0000,https://www.gsmarena.com/huawei_y6_(2017)-8695.php,1,1,1,0,0,0
208,Huawei Y5 (2017),0,107,0,2017,https://cdn2.gsmarena.com/vv/bigpic/huawei-y5-2017.jpg,5.0000,https://www.gsmarena.com/huawei_y5_(2017)-8640.php,0,1,1,0,0,0
209,Huawei Y3 (2017),0,80,0,2017,https://cdn2.gsmarena.com/vv/bigpic/huawei-y3-2017-.jpg,5.0000,https://www.gsmarena.com/huawei_y3_(2017)-8686.php,0,1,1,0,0,0
210,Huawei P10 Plus,76,402,30602,2017,https://cdn2.gsmarena.com/vv/bigpic/huawei-p10-plus-r1.jpg,5.5000,https://www.gsmarena.com/huawei_p10_plus-8515.php,1,1,1,1,0,164000
211,Huawei P10,75,294,39433,2017,https://cdn2.gsmarena.com/vv/bigpic/huawei-p10-.jpg,5.1000,https://www.gsmarena.com/huawei_p10-8514.php,1,1,1,0,0,167000
212,Huawei P10 Lite,62,205,7588,2017,https://cdn2.gsmarena.com/vv/bigpic/huawei-p10-lite.jpg,5.2000,https://www.gsmarena.com/huawei_p10_lite-8598.php,1,1,1,0,0,85000
213,Huawei P8 Lite (2017),0,151,0,2017,https://cdn2.gsmarena.com/vv/bigpic/huawei-p8-lite-2017.jpg,5.2000,https://www.gsmarena.com/huawei_p8_lite_(2017)-8516.php,1,1,1,0,0,0
214,Huawei Enjoy 6s,0,223,0,2017,https://cdn2.gsmarena.com/vv/bigpic/huawei-enjoy-6s.jpg,5.0000,https://www.gsmarena.com/huawei_enjoy_6s-8458.php,0,1,1,0,0,40000
215,Huawei Mate 9 Pro,87,357,27600,2017,https://cdn2.gsmarena.com/vv/bigpic/huawei-mate-9-pro.jpg,5.5000,https://www.gsmarena.com/huawei_mate_9_pro-8396.php,1,1,1,1,0,171000
216,Huawei Mate 9 Porsche Design,0,822,0,2017,https://cdn2.gsmarena.com/vv/bigpic/huawei-mate-9-porshe-.jpg,5.5000,https://www.gsmarena.com/huawei_mate_9_porsche_design-8415.php,1,1,1,1,0,171000
217,Huawei Mate 9,82,357,36519,2016,https://cdn2.gsmarena.com/vv/bigpic/huawei-mate-9.jpg,5.9000,https://www.gsmarena.com/huawei_mate_9-8073.php,1,1,1,1,0,171000
218,Huawei Fit,0,178,0,2016,https://cdn2.gsmarena.com/vv/bigpic/huawei-fit.jpg,1.0400,https://www.gsmarena.com/huawei_fit-8411.php,0,1,0,0,0,0
219,Huawei Enjoy 6,0,178,0,2016,https://cdn2.gsmarena.com/vv/bigpic/huawei-enjoy-6.jpg,5.0000,https://www.gsmarena.com/huawei_enjoy_6-8402.php,0,1,1,0,0,36000
220,Huawei nova plus,79,312,10524,2016,https://cdn2.gsmarena.com/vv/bigpic/huawei-nova-plus.jpg,5.5000,https://www.gsmarena.com/huawei_nova_plus-8312.php,1,1,1,0,0,60000
221,Huawei nova,84,268,10511,2016,https://cdn2.gsmarena.com/vv/bigpic/huawei-nova.jpg,5.0000,https://www.gsmarena.com/huawei_nova-8284.php,1,1,1,0,0,77000
222,Huawei G9 Plus,0,250,0,2016,https://cdn2.gsmarena.com/vv/bigpic/huawei-g9-plus.jpg,5.5000,https://www.gsmarena.com/huawei_g9_plus-8285.php,0,1,1,0,0,60000
223,Huawei Y3II,0,71,0,2016,https://cdn2.gsmarena.com/vv/bigpic/huawei-y3-2.jpg,4.5000,https://www.gsmarena.com/huawei_y3ii-8037.php,0,1,1,0,0,0
224,Huawei Y5II,0,98,0,2016,https://cdn2.gsmarena.com/vv/bigpic/huawei-y5-2.jpg,5.0000,https://www.gsmarena.com/huawei_y5ii-8036.php,0,1,1,0,0,0
225,Huawei P9 lite,79,187,7681,2016,https://cdn2.gsmarena.com/vv/bigpic/huawei-p9-lite-r1.jpg,5.2000,https://www.gsmarena.com/huawei_p9_lite-7983.php,1,1,1,0,0,52000
226,Huawei P9 Plus,69,384,15058,2016,https://cdn2.gsmarena.com/vv/bigpic/huawei-p9-plus.jpg,5.5000,https://www.gsmarena.com/huawei_p9_plus-7745.php,1,1,1,1,0,98000
227,Huawei P9,75,303,16942,2016,https://cdn2.gsmarena.com/vv/bigpic/huawei-p9r2.jpg,5.2000,https://www.gsmarena.com/huawei_p9-7972.php,1,1,1,0,0,128000
228,Huawei Enjoy 5s,0,178,0,2015,https://cdn2.gsmarena.com/vv/bigpic/huawei-enjoy-5s.jpg,5.0000,https://www.gsmarena.com/huawei_enjoy_5s-7793.php,0,1,1,0,0,29000
229,Huawei Mate 8,103,268,15593,2015,https://cdn2.gsmarena.com/vv/bigpic/huawei-mate-8r1.jpg,6.0000,https://www.gsmarena.com/huawei_mate_8-7239.php,1,1,1,0,0,126000
230,Huawei G7 Plus,0,178,0,2015,https://cdn2.gsmarena.com/vv/bigpic/huawei-g7-plus.jpg,5.5000,https://www.gsmarena.com/huawei_g7_plus-7744.php,0,1,1,0,0,0
231,Huawei Y6 Pro,0,169,0,2015,https://cdn2.gsmarena.com/vv/bigpic/huawei-enjoy-5.jpg,5.0000,https://www.gsmarena.com/huawei_y6_pro-7647.php,0,1,1,0,0,26000
232,Huawei Nexus 6P,74,268,22825,2015,https://cdn2.gsmarena.com/vv/bigpic/huawei-nexus-6p-.jpg,5.7000,https://www.gsmarena.com/huawei_nexus_6p-7588.php,1,1,0,0,0,83000
233,Huawei Mate S,60,312,5368,2015,https://cdn2.gsmarena.com/vv/bigpic/huawei-mate-s--.jpg,5.5000,https://www.gsmarena.com/huawei_mate_s-7533.php,1,1,1,0,0,47000
234,Huawei Y6,0,80,0,2015,https://cdn2.gsmarena.com/vv/bigpic/huawei-honor-4a.jpg,5.0000,https://www.gsmarena.com/huawei_y6-7440.php,0,1,1,0,0,17000
235,Huawei G8,71,294,5147,2015,https://cdn2.gsmarena.com/vv/bigpic/huawei-g8-.jpg,5.5000,https://www.gsmarena.com/huawei_g8-7513.php,1,1,1,0,0,36000
236,Huawei Y560,0,98,0,2015,https://cdn2.gsmarena.com/vv/bigpic/huawei-y560.jpg,4.5000,https://www.gsmarena.com/huawei_y560-7829.php,0,1,1,0,0,0
237,Huawei Y625,0,116,0,2015,https://cdn2.gsmarena.com/vv/bigpic/huawei-y625.jpg,5.0000,https://www.gsmarena.com/huawei_y625-7206.php,0,1,1,0,0,12000
238,Huawei P8lite ALE-L04,61,160,5062,2015,https://cdn2.gsmarena.com/vv/bigpic/huawei-p8-lite1.jpg,5.0000,https://www.gsmarena.com/huawei_p8lite_ale_l04-7279.php,0,1,1,0,0,0
239,Huawei P8lite,53,151,3648,2015,https://cdn2.gsmarena.com/vv/bigpic/huawei-p8-lite1.jpg,5.0000,https://www.gsmarena.com/huawei_p8lite-7201.php,1,1,1,0,0,0
240,Huawei P8max,0,357,0,2015,https://cdn2.gsmarena.com/vv/bigpic/huawei-p8-max.jpg,6.8000,https://www.gsmarena.com/huawei_p8max-7200.php,0,1,1,0,0,0
241,Huawei P8,64,205,6307,2015,https://cdn2.gsmarena.com/vv/bigpic/huawei-p8.jpg,5.2000,https://www.gsmarena.com/huawei_p8-7006.php,1,1,1,0,0,43000
242,Huawei SnapTo,0,151,0,2015,https://cdn2.gsmarena.com/vv/bigpic/huawei-snapto1.jpg,5.0000,https://www.gsmarena.com/huawei_snapto-7187.php,0,1,0,0,0,0
243,Huawei Y635,0,125,0,2015,https://cdn2.gsmarena.com/vv/bigpic/huawei-y635-0.jpg,5.0000,https://www.gsmarena.com/huawei_y635-7076.php,0,1,1,0,0,21000
244,Huawei Y360,0,80,0,2015,https://cdn2.gsmarena.com/vv/bigpic/huawei-y360-.jpg,4.0000,https://www.gsmarena.com/huawei_y360-7077.php,0,1,1,0,0,0
245,Huawei Ascend Y540,0,98,0,2015,https://cdn2.gsmarena.com/vv/bigpic/huawei-ascend-y540.jpg,4.5000,https://www.gsmarena.com/huawei_ascend_y540-7049.php,0,1,0,0,0,13000
246,Nokia X71,0,259,0,2019,https://cdn2.gsmarena.com/vv/bigpic/nokia-x71.jpg,6.3900,https://www.gsmarena.com/nokia_x71-9652.php,0,1,1,0,0,142000
247,Nokia 9 PureView,79,554,43718,2019,https://cdn2.gsmarena.com/vv/bigpic/nokia-9-pureview-.jpg,5.9900,https://www.gsmarena.com/nokia_9_pureview-8867.php,1,1,1,0,0,0
